experiment,subtask,model,provider,api_model,length,position,density,interference_type,similarity,distance,hops,hop_distance,chain_type,implementation,n_samples,n_success,accuracy,f1,rouge_l,mean_latency,p50_latency,p95_latency,error_rate,effective_context_length,effective_context_length_abs80,middle_drop,relative_middle_drop,density_accuracy_slope,density_accuracy_pearson,critical_density_threshold,top_error_type
niah,single,hunyuan_a13b,siliconflow,tencent/Hunyuan-A13B-Instruct,4096,90,,,,,,,,,59,1,0.0,,,0.03396220508394605,0.0,0.0,0.9830508474576272,,,,,,,,request_error
niah,single,hunyuan_a13b,siliconflow,tencent/Hunyuan-A13B-Instruct,65536,10,,,,,,,,,62,5,0.0,,,1.3654429774258225,0.0,13.53901786506176,0.9193548387096774,,,,,,,,request_error
niah,single,hunyuan_a13b,siliconflow,tencent/Hunyuan-A13B-Instruct,65536,50,,,,,,,,,59,2,0.0,,,0.5581422050846583,0.0,0.0,0.9661016949152542,,,,,,,,request_error
niah,single,hunyuan_a13b,siliconflow,tencent/Hunyuan-A13B-Instruct,65536,90,,,,,,,,,59,0,0.0,,,0.0,0.0,0.0,1.0,,,,,,,,request_error
niah,single,qwen35_122b_a10b,siliconflow,Qwen/Qwen3.5-122B-A10B,32768,10,,,,,,,,,65,6,0.09230769230769231,,,0.8906764338473574,0.0,5.058700620150188,0.9076923076923077,,,,,,,,request_error
niah,single,qwen35_122b_a10b,siliconflow,Qwen/Qwen3.5-122B-A10B,32768,50,,,,,,,,,62,3,0.04838709677419355,,,0.3594471951646189,0.0,0.0,0.9516129032258065,,,,,,,,request_error
niah,single,qwen35_122b_a10b,siliconflow,Qwen/Qwen3.5-122B-A10B,32768,90,,,,,,,,,58,1,0.017241379310344827,,,0.13283144137902378,0.0,0.0,0.9827586206896551,,,,,,,,request_error
niah,single,qwen35_122b_a10b,siliconflow,Qwen/Qwen3.5-122B-A10B,4096,10,,,,,,,,,63,4,0.06349206349206349,,,0.2603717269893322,0.0,1.8448272900888667,0.9365079365079365,,,,,,,,request_error
niah,single,qwen35_122b_a10b,siliconflow,Qwen/Qwen3.5-122B-A10B,4096,50,,,,,,,,,55,1,0.01818181818181818,,,0.028749081818386913,0.0,0.0,0.9818181818181818,,,,,,,,request_error
niah,single,qwen35_122b_a10b,siliconflow,Qwen/Qwen3.5-122B-A10B,4096,90,,,,,,,,,65,4,0.06153846153846154,,,0.9244562353867177,0.0,3.784553919918822,0.9384615384615385,,,,,,,,request_error
niah,single,qwen35_27b,siliconflow,Qwen/Qwen3.5-27B,32768,10,,,,,,,,,57,23,0.40350877192982454,,,5.982811808761765,0.0,20.443806019984194,0.5964912280701754,,,,,,,,request_error
niah,single,qwen35_27b,siliconflow,Qwen/Qwen3.5-27B,32768,50,,,,,,,,,56,19,0.3392857142857143,,,3.4496210857032565,0.0,12.024913225061027,0.6607142857142857,,,,,,,,request_error
